date,symbol,expiration,dte,option_type,strike,bid,ask,mid,delta,gamma,theta,vega,iv,open_interest,volume
2025-03-11,QQQ,2025-03-28,17,put,500.0,1.32,1.38,1.35,-0.1446,0.01271,-0.1197,117.9107,16.0,141,35
2025-03-11,QQQ,2025-03-28,17,call,505.0,15.32,15.94,15.63,0.7799,0.01655,-0.1559,153.5225,16.0,2119,529
2025-03-11,QQQ,2025-03-28,17,put,505.0,2.25,2.34,2.29,-0.2201,0.01655,-0.1559,153.5225,16.0,1271,317
2025-03-11,QQQ,2025-03-28,17,call,510.0,11.77,12.25,12.01,0.6867,0.0198,-0.1866,183.7087,16.0,9536,2384
2025-03-11,QQQ,2025-03-28,17,put,510.0,3.61,3.76,3.68,-0.3133,0.0198,-0.1866,183.7087,16.0,5721,1430
2025-03-11,QQQ,2025-03-28,17,call,515.0,8.73,9.08,8.91,0.5808,0.02183,-0.2057,202.5288,16.0,21431,5357
2025-03-11,QQQ,2025-03-28,17,put,515.0,5.46,5.69,5.58,-0.4192,0.02183,-0.2057,202.5288,16.0,12858,3214
2025-03-11,QQQ,2025-03-28,17,call,520.0,6.22,6.47,6.34,0.4698,0.02223,-0.2094,206.1891,16.0,24050,6012
2025-03-11,QQQ,2025-03-28,17,put,520.0,7.86,8.18,8.02,-0.5302,0.02223,-0.2094,206.1891,16.0,14430,3607
2025-03-11,QQQ,2025-03-28,17,call,525.0,4.25,4.42,4.33,0.362,0.02094,-0.1973,194.2916,16.0,13476,3369
2025-03-11,QQQ,2025-03-28,17,put,525.0,10.79,11.23,11.01,-0.638,0.02094,-0.1973,194.2916,16.0,8086,2021
2025-03-11,QQQ,2025-03-28,17,call,530.0,2.78,2.89,2.83,0.2652,0.01831,-0.1725,169.8262,16.0,3771,942
2025-03-11,QQQ,2025-03-28,17,put,530.0,14.22,14.8,14.51,-0.7348,0.01831,-0.1725,169.8262,16.0,2262,565
2025-03-11,QQQ,2025-03-28,17,call,535.0,1.74,1.81,1.77,0.1842,0.01487,-0.1401,137.9869,16.0,526,131
2025-03-11,QQQ,2025-03-28,17,put,535.0,18.07,18.81,18.44,-0.8158,0.01487,-0.1401,137.9869,16.0,316,79
2025-03-11,QQQ,2025-03-28,17,call,540.0,1.03,1.08,1.06,0.1212,0.01126,-0.1061,104.4341,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,put,540.0,22.27,23.18,22.73,-0.8788,0.01126,-0.1061,104.4341,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,call,545.0,0.59,0.61,0.6,0.0755,0.00795,-0.0749,73.7696,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,put,545.0,26.72,27.81,27.27,-0.9245,0.00795,-0.0749,73.7696,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,call,550.0,0.32,0.33,0.33,0.0445,0.00525,-0.0495,48.7273,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,put,550.0,31.35,32.63,31.99,-0.9555,0.00525,-0.0495,48.7273,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,call,555.0,0.16,0.17,0.17,0.0249,0.00325,-0.0306,30.153,16.0,100,25
2025-03-11,QQQ,2025-03-28,17,put,555.0,36.1,37.57,36.84,-0.9751,0.00325,-0.0306,30.153,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,call,490.0,28.56,29.72,29.14,0.9178,0.00713,-0.0672,78.6462,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,put,490.0,0.79,0.83,0.81,-0.0822,0.00713,-0.0672,78.6462,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,call,495.0,24.2,25.19,24.7,0.8735,0.00976,-0.092,107.5997,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,put,495.0,1.34,1.39,1.36,-0.1265,0.00976,-0.092,107.5997,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,call,500.0,20.1,20.93,20.52,0.8154,0.01253,-0.1181,138.1603,16.0,235,58
2025-03-11,QQQ,2025-04-04,24,put,500.0,2.14,2.23,2.19,-0.1846,0.01253,-0.1181,138.1603,16.0,141,35
2025-03-11,QQQ,2025-04-04,24,call,505.0,16.34,17.01,16.68,0.7439,0.01513,-0.1426,166.8022,16.0,2119,529
2025-03-11,QQQ,2025-04-04,24,put,505.0,3.28,3.41,3.34,-0.2561,0.01513,-0.1426,166.8022,16.0,1271,317
2025-03-11,QQQ,2025-04-04,24,call,510.0,12.96,13.49,13.23,0.6611,0.01721,-0.1621,189.6907,16.0,9536,2384
2025-03-11,QQQ,2025-04-04,24,put,510.0,4.8,5.0,4.9,-0.3389,0.01721,-0.1621,189.6907,16.0,5721,1430
2025-03-11,QQQ,2025-04-04,24,call,515.0,10.02,10.43,10.22,0.5705,0.01847,-0.174,203.5479,16.0,21431,5357
2025-03-11,QQQ,2025-04-04,24,put,515.0,6.76,7.03,6.89,-0.4295,0.01847,-0.174,203.5479,16.0,12858,3214
2025-03-11,QQQ,2025-04-04,24,call,520.0,7.53,7.84,7.69,0.4769,0.01873,-0.1765,206.4376,16.0,24050,6012
2025-03-11,QQQ,2025-04-04,24,put,520.0,9.17,9.55,9.36,-0.5231,0.01873,-0.1765,206.4376,16.0,14430,3607
2025-03-11,QQQ,2025-04-04,24,call,525.0,5.5,5.73,5.62,0.3855,0.01798,-0.1694,198.2036,16.0,13476,3369
2025-03-11,QQQ,2025-04-04,24,put,525.0,12.04,12.53,12.29,-0.6145,0.01798,-0.1694,198.2036,16.0,8086,2021
2025-03-11,QQQ,2025-04-04,24,call,530.0,3.9,4.06,3.98,0.3008,0.01637,-0.1542,180.4306,16.0,3771,942
2025-03-11,QQQ,2025-04-04,24,put,530.0,15.33,15.96,15.64,-0.6992,0.01637,-0.1542,180.4306,16.0,2262,565
2025-03-11,QQQ,2025-04-04,24,call,535.0,2.68,2.78,2.73,0.2263,0.01415,-0.1333,155.9685,16.0,526,131
2025-03-11,QQQ,2025-04-04,24,put,535.0,19.01,19.79,19.4,-0.7737,0.01415,-0.1333,155.9685,16.0,316,79
2025-03-11,QQQ,2025-04-04,24,call,540.0,1.78,1.85,1.81,0.1641,0.01163,-0.1096,128.2097,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,put,540.0,23.01,23.95,23.48,-0.8359,0.01163,-0.1096,128.2097,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,call,545.0,1.14,1.19,1.17,0.1146,0.0091,-0.0858,100.3624,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,put,545.0,27.28,28.39,27.84,-0.8854,0.0091,-0.0858,100.3624,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,call,550.0,0.71,0.74,0.72,0.0771,0.0068,-0.064,74.9161,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,put,550.0,31.75,33.04,32.39,-0.9229,0.0068,-0.064,74.9161,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,call,555.0,0.43,0.45,0.44,0.0499,0.00484,-0.0456,53.3951,16.0,100,25
2025-03-11,QQQ,2025-04-04,24,put,555.0,36.36,37.85,37.11,-0.9501,0.00484,-0.0456,53.3951,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,call,490.0,31.11,32.38,31.75,0.8175,0.00794,-0.0748,137.1851,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,put,490.0,3.35,3.48,3.42,-0.1825,0.00794,-0.0748,137.1851,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,call,495.0,27.3,28.42,27.86,0.7728,0.00904,-0.0852,156.3115,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,put,495.0,4.44,4.62,4.53,-0.2272,0.00904,-0.0852,156.3115,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,call,500.0,23.74,24.71,24.23,0.723,0.01004,-0.0946,173.5603,16.0,235,58
2025-03-11,QQQ,2025-05-09,59,put,500.0,5.78,6.01,5.89,-0.277,0.01004,-0.0946,173.5603,16.0,141,35
2025-03-11,QQQ,2025-05-09,59,call,505.0,20.44,21.27,20.86,0.669,0.01087,-0.1025,187.9379,16.0,2119,529
2025-03-11,QQQ,2025-05-09,59,put,505.0,7.38,7.68,7.53,-0.331,0.01087,-0.1025,187.9379,16.0,1271,317
2025-03-11,QQQ,2025-05-09,59,call,510.0,17.42,18.13,17.77,0.6118,0.01149,-0.1083,198.6094,16.0,9536,2384
2025-03-11,QQQ,2025-05-09,59,put,510.0,9.25,9.63,9.44,-0.3882,0.01149,-0.1083,198.6094,16.0,5721,1430
2025-03-11,QQQ,2025-05-09,59,call,515.0,14.69,15.29,14.99,0.5526,0.01186,-0.1117,204.9804,16.0,21431,5357
2025-03-11,QQQ,2025-05-09,59,put,515.0,11.43,11.89,11.66,-0.4474,0.01186,-0.1117,204.9804,16.0,12858,3214
2025-03-11,QQQ,2025-05-09,59,call,520.0,12.25,12.75,12.5,0.4929,0.01196,-0.1127,206.7508,16.0,24050,6012
2025-03-11,QQQ,2025-05-09,59,put,520.0,13.89,14.46,14.18,-0.5071,0.01196,-0.1127,206.7508,16.0,14430,3607
2025-03-11,QQQ,2025-05-09,59,call,525.0,10.11,10.52,10.31,0.4338,0.0118,-0.1112,203.9338,16.0,13476,3369
2025-03-11,QQQ,2025-05-09,59,put,525.0,16.64,17.32,16.98,-0.5662,0.0118,-0.1112,203.9338,16.0,8086,2021
2025-03-11,QQQ,2025-05-09,59,call,530.0,8.24,8.58,8.41,0.3768,0.01139,-0.1073,196.8399,16.0,3771,942
2025-03-11,QQQ,2025-05-09,59,put,530.0,19.68,20.48,20.08,-0.6232,0.01139,-0.1073,196.8399,16.0,2262,565
2025-03-11,QQQ,2025-05-09,59,call,535.0,6.65,6.92,6.79,0.3228,0.01076,-0.1014,186.0306,16.0,526,131
2025-03-11,QQQ,2025-05-09,59,put,535.0,22.98,23.92,23.45,-0.6772,0.01076,-0.1014,186.0306,16.0,316,79
2025-03-11,QQQ,2025-05-09,59,call,540.0,5.3,5.51,5.4,0.2727,0.00997,-0.0939,172.25,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,put,540.0,26.53,27.62,27.08,-0.7273,0.00997,-0.0939,172.25,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,call,545.0,4.17,4.34,4.25,0.2273,0.00905,-0.0852,156.3455,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,put,545.0,30.31,31.54,30.92,-0.7727,0.00905,-0.0852,156.3455,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,call,550.0,3.25,3.38,3.31,0.1868,0.00805,-0.0759,139.1882,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,put,550.0,34.28,35.68,34.98,-0.8132,0.00805,-0.0759,139.1882,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,call,555.0,2.5,2.6,2.55,0.1514,0.00704,-0.0663,121.6023,16.0,100,25
2025-03-11,QQQ,2025-05-09,59,put,555.0,38.43,40.0,39.22,-0.8486,0.00704,-0.0663,121.6023,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,call,490.0,26.67,27.75,27.21,1.0,0.0,-0.0,0.006,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,put,490.0,0.01,0.02,0.01,-0.0,0.0,-0.0,0.006,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,call,495.0,21.77,22.65,22.21,0.9999,7e-05,-0.0006,0.2103,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,put,495.0,0.01,0.02,0.01,-0.0001,7e-05,-0.0006,0.2103,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,call,500.0,16.87,17.56,17.21,0.9979,0.00108,-0.0101,3.4231,16.0,408,102
2025-03-12,QQQ,2025-03-14,2,put,500.0,0.01,0.02,0.01,-0.0021,0.00108,-0.0101,3.4231,16.0,245,61
2025-03-12,QQQ,2025-03-14,2,call,505.0,12.01,12.5,12.25,0.9785,0.00841,-0.0789,26.6584,16.0,3152,788
2025-03-12,QQQ,2025-03-14,2,put,505.0,0.05,0.05,0.05,-0.0215,0.00841,-0.0789,26.6584,16.0,1891,472
2025-03-12,QQQ,2025-03-14,2,call,510.0,7.41,7.71,7.56,0.8832,0.03204,-0.3005,101.4958,16.0,12144,3036
2025-03-12,QQQ,2025-03-14,2,put,510.0,0.34,0.36,0.35,-0.1168,0.03204,-0.3005,101.4958,16.0,7286,1821
2025-03-12,QQQ,2025-03-14,2,call,515.0,3.63,3.78,3.71,0.6434,0.06087,-0.5711,192.8655,16.0,23360,5840
2025-03-12,QQQ,2025-03-14,2,put,515.0,1.46,1.52,1.49,-0.3566,0.06087,-0.5711,192.8655,16.0,14016,3504
2025-03-12,QQQ,2025-03-14,2,call,520.0,1.28,1.33,1.31,0.327,0.0589,-0.5525,186.6095,16.0,22438,5609
2025-03-12,QQQ,2025-03-14,2,put,520.0,4.01,4.18,4.09,-0.673,0.0589,-0.5525,186.6095,16.0,13462,3365
2025-03-12,QQQ,2025-03-14,2,call,525.0,0.3,0.31,0.3,0.1045,0.02958,-0.2775,93.7264,16.0,10762,2690
2025-03-12,QQQ,2025-03-14,2,put,525.0,7.93,8.26,8.09,-0.8955,0.02958,-0.2775,93.7264,16.0,6457,1614
2025-03-12,QQQ,2025-03-14,2,call,530.0,0.04,0.05,0.04,0.0199,0.00786,-0.0737,24.8957,16.0,2577,644
2025-03-12,QQQ,2025-03-14,2,put,530.0,12.58,13.09,12.84,-0.9801,0.00786,-0.0737,24.8957,16.0,1546,386
2025-03-12,QQQ,2025-03-14,2,call,535.0,0.01,0.02,0.01,0.0022,0.00112,-0.0105,3.5607,16.0,308,77
2025-03-12,QQQ,2025-03-14,2,put,535.0,17.44,18.15,17.8,-0.9978,0.00112,-0.0105,3.5607,16.0,184,46
2025-03-12,QQQ,2025-03-14,2,call,540.0,0.01,0.02,0.01,0.0001,9e-05,-0.0008,0.279,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,put,540.0,22.33,23.25,22.79,-0.9999,9e-05,-0.0008,0.279,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,call,545.0,0.01,0.02,0.01,0.0,0.0,-0.0,0.0122,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,put,545.0,27.23,28.35,27.79,-1.0,0.0,-0.0,0.0122,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,call,550.0,0.01,0.02,0.01,0.0,0.0,-0.0,0.0003,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,put,550.0,32.13,33.45,32.79,-1.0,0.0,-0.0,0.0003,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,call,555.0,0.01,0.02,0.01,0.0,0.0,-0.0,0.0,16.0,100,25
2025-03-12,QQQ,2025-03-14,2,put,555.0,37.03,38.55,37.79,-1.0,0.0,-0.0,0.0,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,call,490.0,26.74,27.83,27.28,0.9848,0.00296,-0.0277,19.8641,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,put,490.0,0.07,0.07,0.07,-0.0152,0.00296,-0.0277,19.8641,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,call,495.0,21.97,22.87,22.42,0.9608,0.00653,-0.0613,43.8841,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,put,495.0,0.2,0.21,0.21,-0.0392,0.00653,-0.0613,43.8841,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,call,500.0,17.38,18.09,17.73,0.913,0.01218,-0.1143,81.8913,16.0,408,102
2025-03-12,QQQ,2025-03-21,9,put,500.0,0.52,0.54,0.53,-0.087,0.01218,-0.1143,81.8913,16.0,245,61
2025-03-12,QQQ,2025-03-21,9,call,505.0,13.12,13.65,13.38,0.8323,0.0193,-0.1811,129.7213,16.0,3152,788
2025-03-12,QQQ,2025-03-21,9,put,505.0,1.15,1.2,1.17,-0.1677,0.0193,-0.1811,129.7213,16.0,1891,472
2025-03-12,QQQ,2025-03-21,9,call,510.0,9.35,9.73,9.54,0.7161,0.02608,-0.2446,175.2671,16.0,12144,3036
2025-03-12,QQQ,2025-03-21,9,put,510.0,2.28,2.37,2.33,-0.2839,0.02608,-0.2446,175.2671,16.0,7286,1821
2025-03-12,QQQ,2025-03-21,9,call,515.0,6.23,6.48,6.36,0.5726,0.03019,-0.2832,202.9108,16.0,23360,5840
2025-03-12,QQQ,2025-03-21,9,put,515.0,4.06,4.23,4.14,-0.4274,0.03019,-0.2832,202.9108,16.0,14016,3504
2025-03-12,QQQ,2025-03-21,9,call,520.0,3.84,4.0,3.92,0.4201,0.03008,-0.2822,202.1876,16.0,22438,5609
2025-03-12,QQQ,2025-03-21,9,put,520.0,6.58,6.85,6.71,-0.5799,0.03008,-0.2822,202.1876,16.0,13462,3365
2025-03-12,QQQ,2025-03-21,9,call,525.0,2.18,2.27,2.23,0.2801,0.02591,-0.2431,174.1447,16.0,10762,2690
2025-03-12,QQQ,2025-03-21,9,put,525.0,9.82,10.22,10.02,-0.7199,0.02591,-0.2431,174.1447,16.0,6457,1614
2025-03-12,QQQ,2025-03-21,9,call,530.0,1.13,1.18,1.15,0.1686,0.01937,-0.1817,130.1876,16.0,2577,644
2025-03-12,QQQ,2025-03-21,9,put,530.0,13.67,14.22,13.95,-0.8314,0.01937,-0.1817,130.1876,16.0,1546,386
2025-03-12,QQQ,2025-03-21,9,call,535.0,0.53,0.56,0.55,0.0912,0.01262,-0.1184,84.8141,16.0,308,77
2025-03-12,QQQ,2025-03-21,9,put,535.0,17.97,18.7,18.34,-0.9088,0.01262,-0.1184,84.8141,16.0,184,46
2025-03-12,QQQ,2025-03-21,9,call,540.0,0.23,0.24,0.23,0.0442,0.00719,-0.0675,48.3372,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,put,540.0,22.56,23.48,23.02,-0.9558,0.00719,-0.0675,48.3372,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,call,545.0,0.09,0.09,0.09,0.0192,0.0036,-0.0338,24.1896,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,put,545.0,27.32,28.44,27.88,-0.9808,0.0036,-0.0338,24.1896,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,call,550.0,0.03,0.03,0.03,0.0075,0.00159,-0.0149,10.6678,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,put,550.0,32.17,33.48,32.83,-0.9925,0.00159,-0.0149,10.6678,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,call,555.0,0.01,0.02,0.01,0.0026,0.00062,-0.0058,4.1604,16.0,100,25
2025-03-12,QQQ,2025-03-21,9,put,555.0,37.04,38.56,37.8,-0.9974,0.00062,-0.0058,4.1604,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,call,490.0,27.04,28.14,27.59,0.9485,0.0061,-0.0572,54.6531,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,put,490.0,0.37,0.39,0.38,-0.0515,0.0061,-0.0572,54.6531,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,call,495.0,22.51,23.42,22.97,0.9077,0.00955,-0.0896,85.5488,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,put,495.0,0.74,0.77,0.76,-0.0923,0.00955,-0.0896,85.5488,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,call,500.0,18.23,18.97,18.6,0.8478,0.01359,-0.1275,121.7775,16.0,408,102
2025-03-12,QQQ,2025-03-28,16,put,500.0,1.36,1.42,1.39,-0.1522,0.01359,-0.1275,121.7775,16.0,245,61
2025-03-12,QQQ,2025-03-28,16,call,505.0,14.31,14.89,14.6,0.7673,0.01764,-0.1655,158.0829,16.0,3152,788
2025-03-12,QQQ,2025-03-28,16,put,505.0,2.34,2.44,2.39,-0.2327,0.01764,-0.1655,158.0829,16.0,1891,472
2025-03-12,QQQ,2025-03-28,16,call,510.0,10.84,11.28,11.06,0.6685,0.02094,-0.1964,187.6435,16.0,12144,3036
2025-03-12,QQQ,2025-03-28,16,put,510.0,3.78,3.93,3.85,-0.3315,0.02094,-0.1964,187.6435,16.0,7286,1821
2025-03-12,QQQ,2025-03-28,16,call,515.0,7.9,8.22,8.06,0.5575,0.02279,-0.2138,204.1917,16.0,23360,5840
2025-03-12,QQQ,2025-03-28,16,put,515.0,5.73,5.97,5.85,-0.4425,0.02279,-0.2138,204.1917,16.0,14016,3504
2025-03-12,QQQ,2025-03-28,16,call,520.0,5.51,5.74,5.62,0.4428,0.02279,-0.2138,204.2132,16.0,22438,5609
2025-03-12,QQQ,2025-03-28,16,put,520.0,8.25,8.58,8.41,-0.5572,0.02279,-0.2138,204.2132,16.0,13462,3365
2025-03-12,QQQ,2025-03-28,16,call,525.0,3.68,3.83,3.75,0.3338,0.021,-0.197,188.156,16.0,10762,2690
2025-03-12,QQQ,2025-03-28,16,put,525.0,11.31,11.77,11.54,-0.6662,0.021,-0.197,188.156,16.0,6457,1614
2025-03-12,QQQ,2025-03-28,16,call,530.0,2.34,2.43,2.38,0.2381,0.01786,-0.1676,160.0855,16.0,2577,644
2025-03-12,QQQ,2025-03-28,16,put,530.0,14.87,15.48,15.18,-0.7619,0.01786,-0.1676,160.0855,16.0,1546,386
2025-03-12,QQQ,2025-03-28,16,call,535.0,1.41,1.47,1.44,0.1604,0.01407,-0.132,126.0555,16.0,308,77
2025-03-12,QQQ,2025-03-28,16,put,535.0,18.85,19.62,19.23,-0.8396,0.01407,-0.132,126.0555,16.0,184,46
2025-03-12,QQQ,2025-03-28,16,call,540.0,0.81,0.84,0.82,0.102,0.01027,-0.0964,92.0641,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,put,540.0,23.15,24.09,23.62,-0.898,0.01027,-0.0964,92.0641,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,call,545.0,0.44,0.46,0.45,0.0611,0.00697,-0.0654,62.4956,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,put,545.0,27.68,28.81,28.24,-0.9389,0.00697,-0.0654,62.4956,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,call,550.0,0.23,0.24,0.23,0.0345,0.00441,-0.0414,39.5111,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,put,550.0,32.36,33.68,33.02,-0.9655,0.00441,-0.0414,39.5111,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,call,555.0,0.11,0.12,0.11,0.0184,0.0026,-0.0244,23.3104,16.0,100,25
2025-03-12,QQQ,2025-03-28,16,put,555.0,37.15,38.66,37.91,-0.9816,0.0026,-0.0244,23.3104,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,call,490.0,27.48,28.61,28.05,0.914,0.00756,-0.0709,81.2074,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,put,490.0,0.82,0.85,0.83,-0.086,0.00756,-0.0709,81.2074,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,call,495.0,23.15,24.1,23.62,0.8671,0.01034,-0.097,111.0809,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,put,495.0,1.39,1.44,1.42,-0.1329,0.01034,-0.097,111.0809,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,call,500.0,19.1,19.88,19.49,0.8058,0.01324,-0.1242,142.2277,16.0,408,102
2025-03-12,QQQ,2025-04-04,23,put,500.0,2.23,2.32,2.27,-0.1942,0.01324,-0.1242,142.2277,16.0,245,61
2025-03-12,QQQ,2025-04-04,23,call,505.0,15.39,16.02,15.71,0.7307,0.0159,-0.1491,170.7936,16.0,3152,788
2025-03-12,QQQ,2025-04-04,23,put,505.0,3.42,3.56,3.49,-0.2693,0.0159,-0.1491,170.7936,16.0,1891,472
2025-03-12,QQQ,2025-04-04,23,call,510.0,12.08,12.58,12.33,0.6442,0.01794,-0.1683,192.7139,16.0,12144,3036
2025-03-12,QQQ,2025-04-04,23,put,510.0,5.02,5.22,5.12,-0.3558,0.01794,-0.1683,192.7139,16.0,7286,1821
2025-03-12,QQQ,2025-04-04,23,call,515.0,9.23,9.61,9.42,0.5504,0.01905,-0.1787,204.6875,16.0,23360,5840
2025-03-12,QQQ,2025-04-04,23,put,515.0,7.07,7.36,7.21,-0.4496,0.01905,-0.1787,204.6875,16.0,14016,3504
2025-03-12,QQQ,2025-04-04,23,call,520.0,6.85,7.13,6.99,0.4547,0.01908,-0.179,205.0037,16.0,22438,5609
2025-03-12,QQQ,2025-04-04,23,put,520.0,9.58,9.97,9.78,-0.5453,0.01908,-0.179,205.0037,16.0,13462,3365
2025-03-12,QQQ,2025-04-04,23,call,525.0,4.93,5.13,5.03,0.3624,0.01805,-0.1693,193.9334,16.0,10762,2690
2025-03-12,QQQ,2025-04-04,23,put,525.0,12.56,13.07,12.82,-0.6376,0.01805,-0.1693,193.9334,16.0,6457,1614
2025-03-12,QQQ,2025-04-04,23,call,530.0,3.43,3.57,3.5,0.2782,0.01615,-0.1515,173.5673,16.0,2577,644
2025-03-12,QQQ,2025-04-04,23,put,530.0,15.96,16.62,16.29,-0.7218,0.01615,-0.1515,173.5673,16.0,1546,386
2025-03-12,QQQ,2025-04-04,23,call,535.0,2.31,2.4,2.35,0.2056,0.0137,-0.1285,147.1928,16.0,308,77
2025-03-12,QQQ,2025-04-04,23,put,535.0,19.74,20.55,20.14,-0.7944,0.0137,-0.1285,147.1928,16.0,184,46
2025-03-12,QQQ,2025-04-04,23,call,540.0,1.5,1.56,1.53,0.1461,0.01103,-0.1034,118.4581,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,put,540.0,23.84,24.81,24.32,-0.8539,0.01103,-0.1034,118.4581,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,call,545.0,0.95,0.98,0.96,0.0997,0.00843,-0.0791,90.6017,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,put,545.0,28.18,29.33,28.75,-0.9003,0.00843,-0.0791,90.6017,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,call,550.0,0.57,0.6,0.58,0.0655,0.00614,-0.0576,65.9499,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,put,550.0,32.71,34.04,33.38,-0.9345,0.00614,-0.0576,65.9499,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,call,555.0,0.34,0.35,0.34,0.0413,0.00426,-0.0399,45.75,16.0,100,25
2025-03-12,QQQ,2025-04-04,23,put,555.0,37.37,38.9,38.13,-0.9587,0.00426,-0.0399,45.75,16.0,100,25
2025-03-12,QQQ,2025-05-09,58,call,490.0,30.14,31.37,30.76,0.8104,0.00822,-0.0771,140.1887,16.0,100,25
2025-03-12,QQQ,2025-05-09,58,put,490.0,3.48,3.62,3.55,-0.1896,0.00822,-0.0771,140.1887,16.0,100,25
2025-03-12,QQQ,2025-05-09,58,call,495.0,26.37,27.45,26.91,0.7643,0.00933,-0.0875,159.2179,16.0,100,25
2025-03-12,QQQ,2025-05-09,58,put,495.0,4.61,4.8,4.71,-0.2357,0.00933,-0.0875,159.2179,16.0,100,25
2025-03-12,QQQ,2025-05-09,58,call,500.0,22.86,23.79,23.32,0.7131,0.01032,-0.0969,176.1475,16.0,408,102
2025-03-12,QQQ,2025-05-09,58,put,500.0,5.99,6.24,6.12,-0.2869,0.01032,-0.0969,176.1475,16.0,245,61
2025-03-12,QQQ,2025-05-09,58,call,505.0,19.61,20.41,20.01,0.6578,0.01113,-0.1045,189.9771,16.0,3152,788
2025-03-12,QQQ,2025-05-09,58,put,505.0,7.64,7.96,7.8,-0.3422,0.01113,-0.1045,189.9771,16.0,1891,472
2025-03-12,QQQ,2025-05-09,58,call,510.0,16.65,17.33,16.99,0.5995,0.01172,-0.1099,199.8886,16.0,12144,3036
2025-03-12,QQQ,2025-05-09,58,put,510.0,9.58,9.97,9.78,-0.4005,0.01172,-0.1099,199.8886,16.0,7286,1821
2025-03-12,QQQ,2025-05-09,58,call,515.0,13.98,14.55,14.27,0.5394,0.01203,-0.1129,205.3277,16.0,23360,5840
